#	coupon_pk	coupon_ref_id	is_duplicate?	mark_inactive?	override_category?	parent_category_override?	parent_category_override?	correct_location?	address_correction?	locality_correction?	region_correction?	postal_code_correction?
1	1637045	1414662										
187	1673097	1688999										
188	1693279	2015577		1								
189	1696027	1960769		1								
190	1717148	1871860										
191	1637888	1448247			1	Activities & Events	Dance Classes	1	1318 Glenfield Ave	Oakland	CA	94602
192	1671820	879570										
193	1637501	1110031			1	Health & Beauty	None					
194	1729663	1936990										
195	1727540	1736170										
196	1637927	1115473			1	Health & Beauty	Hair Salon					
197	1690524	1960711										
198	1747251	1973942	1		1	Activities & Events	Life Skills Classes					
199	1709862	1650292			1	Shopping & Services	Food & Grocery					
200	1698802	1960722										
201	1737313	2018224										
202	1686947	1857256		1								
203	1727430	1802698		1								
204	1729368	1647755			1	Dining & Nightlife	Bars & Clubs					
205	1751016	1939403										
206	1675047	719047										
207	1634481	1625421			1	Shopping & Services	None					
208	1729758	2003563			1	Activities & Events	Outdoor Adventures					
209	1709772	1941096			1	Activities & Events	Outdoor Adventures					
210	1737723	1939401	1									
211	1652430	676037										
212	1676101	883362	1									
213	1729757	1972686										
214	1718617	1875024										
215	1718618	1875030										
216	1721322	1875027										
217	1721330	1875033										
218	1638146	1449033	1		1	Fitness	Personal Training					
219	1639958	1447703			1	Fitness	Personal Training	1	1700 Shattuck Ave	Berkeley	CA	94709
220	1652195	1381636										
221	1663784	880434	1									
222	1726490	1926123										
223	1673051	691691										
224	1670056	700554										
225	1637637	912565			1	Dining & Nightlife	Restaurants					
226	1664198	1760296										
227	1723588	2010669			1	Activities & Events	None					
228	1637889	1448267			1	Fitness	Fitness Classes					
229	1662700	1201017										
230	1665992	685635	1									
231	1637582	1524959			1	Shopping & Services	None					
232	1688969	1993535						1	80 N Cabrillo Hwy	Half Moon Bay	CA	94019
233	1714497	1963084			1	Shopping & Services	None					
234	1688967	1952405	1					1	1306 Elmer St	Belmont	CA	94002
235	1694462	1952396	1					1	248A Harbor Blvd	Belmont	CA	94002
236	1688964	1975560	1	1				1	501 Laurel St	Menlo Park	CA	94025
237	1699961	1952404	1					1	501 Laurel St	Menlo Park	CA	94025
238	1688968	1968710	1									
239	1699962	1952390	1									
240	1699965	1952392	1									
241	1702761	1952394	1									
242	1727073	1874646										
243	1727074	1874654										
244	1727076	1874643										
245	1727077	1874649										
246	1727078	1874653										
247	1728988	1874648										
248	1728989	1874652										
249	1665547	708679										
250	1665934	686396										
251	1672011	1381487						1	3000 San Pablo Ave	Oakland	CA	94612
252	1665857	890084	1									
253	1725184	1936764										
254	1638151	1110173			1	Health & Beauty	Spa					
255	1637309	1449132			1	Shopping & Services	Home Services					
256	1713721	1891246										
257	1729815	2018439										
258	1634853	1626734			1	Shopping & Services	Photography Services	1	11232 Vista Sorrento Pkwy	San Diego	CA	92130
259	1746784	1872837		1								
260	1693306	1992237						1	1818 Clear Lake Ave	Milpitas	CA	95035
261	1690551	1960891	1	1	1	Shopping & Services	Treats					
262	1666734	935154										
263	1664205	999411										
264	1671972	711096										
265	1656574	705605										
266	1665909	892109	1									
267	1661901	694535										
268	1674948	1829170		1								
269	1662802	697983										
270	1666051	714020										
271	1725542	1943948		1	1	Activities & Events	Theater					
272	1737720	1866412										
273	1666214	1672863										
274	1637044	1416439										
275	1659281	1199559	1									
276	1675105	696781	1									
277	1635282	1674537			1	Shopping & Services	Home Services					
278	1717366	1972015										
279	1748414	1908179										
280	1662848	1682328										
281	1635207	1625410			1	Shopping & Services	Treats	1	2605 El Paseo Ln	Sacramento	CA	95821
282	1745419	2014473										
283	1656252	708405										
284	1675474	892626	1									
285	1748398	1031803										
286	1659129	688145	1									
287	1666508	1210651										
288	1666575	1210694	1					1	312 Alta St	Gonzales	CA	93926
289	1672709	697506										
290	1655379	1693238	1									
291	1663310	688152										
292	1676344	878800						1	148 Alta Street	Gonzales	CA	93926
293	1656422	1677508										
294	1661080	1672982	1									
295	1656996	1198854						1	201 E. Weber Ave	Stockton	CA	95202
296	1670496	686007	1									
297	1669856	1207824						1	2503 Tracy Blvd	Tracy	CA	95376
298	1654827	1381499										
299	1671889	1415794	1									
300	1653118	686056										
301	1659252	712457										
302	1668772	881427	1									
303	1669001	879904	1									
304	1658818	715646										
305	1663009	1683308	1									
306	1697440	1949348			1	Activities & Events	Outdoor Adventures	1	1350 Castle Rock Rd	Walnut Creek	CA	94598
307	1638168	1448938			1	Shopping & Services	None					
308	1662632	693908										
309	1662671	1202645	1									
310	1719016	1977143										
311	1657271	1693217										
312	1674352	1673735	1									
313	1638150	1119204			1	Health & Beauty	Hair Salon					
314	1659605	678422										
315	1668191	878204	1									
316	1668885	696646						1	1058 C Shell Blvd	Foster City	CA	94404
317	1665292	679469										
318	1729477	873818			1	Activities & Events	Theater					
319	1749716	2017045			1	Activities & Events	Golf					
320	1704361	1969808										
321	1707752	662475	1									
322	1675203	692312										
323	1715576	1876906										
324	1659512	1010258	1	1				1	711 Madison St	Fairfield	CA	94533
325	1662446	693332		1								
326	1729745	1978837										
327	1668002	1206745										
328	1664860	1069470										
329	1751019	1851889			1	Activities & Events	Outdoor Adventures					
330	1655538	1280570										
331	1665987	706790	1									
332	1737669	1836185										
333	1669936	708616										
334	1688688	1949339										
335	1726759	1874177										
336	1637632	1022447			1	Activities & Events	Life Skills Classes					
337	1652424	1201650						1	6830 Village Parkway	Dublin	CA	94568
338	1675657	1415564	1									
339	1727647	1908166										
340	1751036	1769479			1	Activities & Events	City Tours					
341	1745908	1999033			1	Activities & Events	City Tours					
342	1653129	691624										
343	1669315	1415159	1									
344	1635384	1678768			1	Health & Beauty	Facial					
345	1713581	1930196			1	Activities & Events	Outdoor Adventures					
346	1698834	2014807			1	Health & Beauty	None					
347	1749719	1978855										
348	1725671	873722		1	1	Activities & Events	Comedy Clubs					
349	1671667	1673992										
350	1700158	1975711	1					1	500 William St	Oakland	CA	94612
351	1709361	1655800										
352	1723277	1944802	1									
353	1653789	1214946										
354	1661800	1414301	1									
355	1693268	1960748			1	Shopping & Services	Automotive Services					
356	1694686	1954353						1	561 11th St	Oakland	CA	94607
357	1729790	2024469	1									
358	1746010	1813724			1	Health & Beauty	Facial					
359	1635307	1626425			1	Shopping & Services	None	1	2433 Mission St	San Francisco	CA	94110
360	1702756	1991301	1					1	1401 N Shoreline Blvd	Mountain View	CA	94043
361	1701572	1952310										
362	1699694	1949435										
363	1723758	1948092										
364	1690562	1952428			1	Activities & Events	Wine Tasting					
365	1698831	1960941			1	Shopping & Services	Treats					
366	1698839	2015584	1									
367	1714774	1876617										
368	1656535	1672514										
369	1639950	1073640			1	Activities & Events	None					
370	1637917	1079689		1	1	Fitness	Martial Arts					
371	1735096	1939405		1								
372	1638156	1449070			1	Shopping & Services	Home Services					
373	1689178	2015057			1	Activities & Events	Life Skills Classes					
374	1713015	1908191										
375	1720502	1946057										
376	1717128	2003678										
377	1737671	1973972										
378	1688960	1952326										
379	1694454	1989312	1									
380	1639949	1447707			1	Shopping & Services	None					
381	1664886	1090754										
382	1658934	1678007										
383	1664383	1672995	1									
384	1704379	1949444						1	10123 N Wolfe Rd	Cupertino	CA	95014
385	1693264	1952375			1	Activities & Events	Dance Classes					
386	1701560	1952369										
387	1704324	1952366										
388	1704326	1952361										
389	1638187	1449118			1	Activities & Events	Dance Classes					
390	1688335	1965935						1	491 Guerrero St	San Francisco	CA	94110
391	1725543	1964181	1									
392	1662030	704179										
393	1659253	1414785										
394	1669091	680696	1									
395	1747252	2027201										
396	1700152	1968901			1	Health & Beauty	Dental					
397	1729350	1902036										
398	1709363	2020378			1	Activities & Events	Theater					
399	1709365	2020383										
400	1709517	2020379										
401	1709519	2020385										
402	1709539	2020380										
403	1709540	2020384										
404	1709562	2020382	1									
405	1709564	2020381										
406	1715792	1987682			1	Activities & Events	Theater					
407	1671475	714175										
408	1698806	1989523			1	Shopping & Services	Photography Services					
409	1728834	1874463										
410	1662944	888904	1									
411	1669351	1247008										
412	1704215	1969692			1	Activities & Events	None					
413	1634367	1625501			1	Health & Beauty	Dermatology	1	530 Pavilions Ln	Sacramento	CA	95825
414	1671778	718421						1	1815 Market Street	San Francisco	CA	94103
415	1688256	1998980			1	Health & Beauty	Hair Salon					
416	1688345	1906856	1									
417	1654385	1674458						1	2242 W Grant Line Road	Tracy	CA	95377
418	1660964	1416406	1									
419	1735084	2007415			1	Activities & Events	City Tours	1	5200 Sonoma Highway	Napa	CA	94559
420	1637647	1447701			1	Activities & Events	Life Skills Classes					
421	1658757	1247241										
422	1674457	882899	1									
423	1741752	2018209		1								
424	1634752	885037										
425	1667033	675679	1									
426	1710523	1914525		1								
427	1728679	1927205										
428	1713841	1903620										
429	1701712	1949377			1	Activities & Events	Outdoor Adventures	1	25001 Kasson Rd	Tracey	CA	95304
430	1698803	2009905			1	Shopping & Services	Treats					
431	1716558	1883149										
432	1690677	1960126			1	Activities & Events	Outdoor Adventures					
433	1718355	1909336										
434	1672386	690880										
435	1634366	1625497			1	Health & Beauty	Hair Salon	1	650 Howe Ave	Sacramento	CA	95825
436	1675212	698650										
437	1657805	1804093	1									
438	1664363	1768719	1									
439	1634577	1659095		1				1	Paseo Padre And Ardenwood	Fremont	CA	94555
440	1634590	1651743		1								
441	1729352	873404										
442	1729639	873848			1	Activities & Events	City Tours					
443	1747287	1724124			1	Activities & Events	City Tours					
444	1701428	1990215			1	Health & Beauty	Dental					
445	1720710	1978690										
446	1694456	1952337										
447	1690411	1993788			1	Health & Beauty	None					
448	1695895	2015507	1									
449	1735014	1895920			1	Activities & Events	Comedy Clubs					
450	1637865	1448245			1	Shopping & Services	Home Services					
451	1751037	1986665			1	Activities & Events	Golf					
452	1689187	1954346										
453	1701616	1954410										
454	1745305	2017720		1								
455	1745310	2019948		1								
456	1745312	2013617		1								
457	1746701	2017725		1								
458	1746702	2013623		1								
459	1745327	1899920		1								
460	1701600	1960773										
461	1663798	717372										
462	1666505	1202411										
463	1669634	691220	1									
464	1659431	1835138	1	1								
465	1661052	1760293	1	1								
466	1737780	2018427										
467	1670046	693240										
468	1707957	1883721										
469	1659496	1684195										
470	1674845	1215664	1									
471	1660097	1416317										
472	1672924	1198895	1									
473	1662953	707860										
474	1665601	674334										
475	1669215	884503										
476	1662397	678744										
477	1655318	1774230										
478	1667584	1771970	1									
479	1671200	671572										
480	1666941	676915		1								
481	1675438	683088		1								
482	1638208	1025991			1	Health & Beauty	Eye & Vision					
483	1634512	1625372		1	1	Health & Beauty	Massage					
484	1741856	1873336										
485	1723727	2023522										
486	1656814	1678329						1	Dolores st 5th & 6th	Carmel	CA	93921
487	1667656	1415024	1									
488	1690565	1960938										
489	1701562	1960740										
490	1676081	688164										
491	1669285	676742										
492	1671028	1736705	1	1								
493	1656980	1745525										
494	1713947	2019933			1	Health & Beauty	None					
495	1715058	2019932										
496	1719702	1931419			1	Health & Beauty	None					
497	1751035	2007414			1	Activities & Events	City Tours	1	Union Square 	San Francisco	CA	94108
498	1690579	1997908			1	Activities & Events	City Tours					
499	1696012	1998316										
500	1697192	1998314	1									
501	1698847	2014918										
502	1704400	1997904										
503	1724810	1874113										
504	1724811	1874115										
505	1714212	1876610										
506	1714765	1876588										
507	1661987	1007615										
508	1667029	1213995	1									
509	1693274	1960754			1	Health & Beauty	Hair Salon					
510	1715882	1875014										
511	1637494	1119210			1	Health & Beauty	Spa					
512	1637630	1447698			1	Shopping & Services	None	1	2199 Bancroft Way	Berkeley	CA	94704
513	1715405	1876718			1	Activities & Events	Outdoor Adventures					
514	1634648	1659212	1									
515	1725704	1647794			1	Activities & Events	City Tours					
516	1663566	672802										
517	1673022	1215849	1									
518	1638213	1085181			1	Shopping & Services	None					
519	1697444	1949332						1	553 Sycamore Valley Rd 	Danville	CA	94526
520	1675350	702740		1								
521	1662034	715651										
522	1671519	882622	1									
523	1669133	678680		1								
524	1751088	2024653		1								
525	1638141	1449003			1	Shopping & Services	None					
526	1668691	692569										
527	1662927	691719										
528	1637575	1524918			1	Fitness	Personal Training					
529	1652270	1203783	1									
530	1671145	1014584										
531	1721351	1875077										
532	1722568	1999465										
533	1667075	695938										
534	1696188	1960177			1	Health & Beauty	Massage	1	9833 Fair Oaks Blvd	Fair Oaks	CA	95628
535	1654415	1713875			1	Health & Beauty	Hair Salon					
536	1659765	691028										
537	1671339	1209773	1									
538	1638224	1079770			1	Fitness	Personal Training					
539	1637257	1448225			1	Shopping & Services	None					
540	1652200	1199772	1					1	348 St. Mary Street	Pleasanton	CA	94566
541	1669101	718515										
542	1671696	718404										
543	1749771	1649039										
544	1691953	1954403			1	Activities & Events	Theater					
545	1693138	2009927										
546	1698927	1998294	1									
547	1696034	1952308						1	319 Piercy Rd	San Jose	CA	95138
548	1698826	1952290						1	3151 Edison Way	Redwood City	CA	94063
549	1696030	1969800										
550	1704362	1952298										
551	1709277	1174377	1					1	1159 Chess Drive	Foster City	CA	94404
552	1709196	1209411	1		1	Fitness	Boot Camp					
553	1709197	1174376	1									
554	1709230	1174373	1									
555	1731860	2020245										
556	1701620	1960979			1	Fitness	Fitness Classes					
557	1634629	1626691			1	Shopping & Services	None					
558	1672006	1414276										
559	1669908	1413267	1									
560	1659078	1203401										
561	1674252	1414925	1									
562	1704962	1997338										
563	1725549	1987691	1									
564	1693307	1993540		1	1	Activities & Events	Outdoor Adventures					
565	1739114	1873081	1									
566	1716766	1926645										
567	1668428	886744										
568	1638152	1448957			1	Activities & Events	None					
569	1691948	1949432		1	1	Health & Beauty	None					
570	1691950	1949419		1								
571	1669143	1674193						1	799 Gravenstein Highway	Sebastopol	CA	95472
572	1717262	1885833			1	Fitness	None					
573	1726253	2026071										
574	1724346	2026074										
575	1724854	1874148										
576	1668854	702588										
577	1728953	1936771										
578	1722894	1982887										
579	1716187	1875541										
580	1660107	1852497										
581	1676141	1839490	1									
582	1690198	1959276		1	1	Dining & Nightlife	Restaurants	1	535 Ross St	Santa Rosa	CA	95401
583	1731778	2018181										
584	1690414	1992072	1	1	1	Health & Beauty	None	1	3700 Hilborn Rd	Fairfield	CA	94534
585	1695898	1959295										
586	1720561	1944847			1	Activities & Events	Outdoor Adventures					
587	1720564	1944843										
588	1720568	1944837										
589	1720570	1944840										
590	1720571	1944849										
591	1723703	2019954										
592	1723715	2019956										
593	1666289	698508										
594	1717871	1946094			1	Activities & Events	Sporting Events					
595	1690405	1960107						1	1407 Howe Ave	Sacramento	CA	95825
596	1637921	1448328			1	Shopping & Services	Photography Services					
597	1722516	1871782										
598	1636254	1672903	1									
599	1663316	882718										
600	1663317	1217307	1									
601	1637900	898887			1	Health & Beauty	Hair Salon					
602	1721011	2023544										
603	1636368	1615562		1	1	Health & Beauty	Hair Salon					
604	1637301	1448973			1	Shopping & Services	Photography Services					
605	1714835	1876706										
606	1665717	693258										
607	1735089	1768829			1	Activities & Events	City Tours					
608	1718410	1986781										
609	1718417	1986783										
610	1725601	1127511										
611	1729400	1127764			1	Activities & Events	City Tours					
612	1724315	1873588	1									
613	1690541	2015569	1	1	1	Activities & Events	Outdoor Adventures					
614	1745420	2014467	1	1								
615	1715899	1971110										
616	1729582	1907205		1								
617	1672486	682041										
618	1662824	710384										
619	1665283	674949										
620	1690523	1960712		1								
621	1638177	1449123			1	Shopping & Services	None					
622	1637878	1448276			1	Shopping & Services	Home Services					
623	1659836	712290										
624	1675502	1246657	1									
625	1690543	1960836			1	Shopping & Services	Automotive Services					
626	1652991	1717451						1	1440 Townview Lane	Santa Rosa	CA	95404
627	1661118	1673072	1									
628	1667796	1007466										
629	1637542	1476598			1	Health & Beauty	Makeup					
630	1714124	1889518										
631	1662583	684192										
632	1680568	1940408		1								
633	1655383	1693920										
634	1671146	1109342	1									
635	1715513	1876821			1	Activities & Events	Life Skills Classes					
636	1724339	2026064										
637	1696923	1949325		1	1	Health & Beauty	Hair Salon	1	408 Sycamore Valley Rd W	Danville	CA	94526
638	1634451	1615570			1	Health & Beauty	Hair Salon					
639	1742423	1763834			1	Health & Beauty	Hair Salon					
640	1735093	2010946										
641	1693272	1969819			1	Activities & Events	Outdoor Adventures					
642	1693296	1952414	1									
643	1665892	719171										
644	1666677	1022015	1									
645	1672806	671916										
646	1658795	1211342						1	286 El Camino Real	Mountain View	CA	94040
647	1662959	887173	1					1	286 El Camino Real	Mountain View	CA	94040
648	1653750	1693736										
649	1657003	1381445										
650	1659323	689606										
651	1662910	700413										
652	1666206	1381448	1									
653	1672343	887156	1									
654	1675386	887172	1									
655	1675469	700440		1								
656	1729719	1908187										
657	1694187	1949415						1	601 Georgia St	Vallejo	CA	94590
658	1698464	1949404						1	1960 San Pablo Ave	Pinole	CA	94564
659	1698463	1959312	1									
660	1701609	1960943		1	1	Health & Beauty	Facial					
661	1749167	2013582		1								
662	1656922	1213910										
663	1667750	999014	1									
664	1696077	1954378	1					1	19990 Skywest Dr	Hayward	CA	94541
665	1694186	1949408			1	Activities & Events	Outdoor Adventures					
666	1693404	1961259		1								
667	1704480	1969873	1									
668	1728068	1873596										
669	1702495	1949449			1	Health & Beauty	None					
670	1728489	1873963										
671	1676255	1804266										
672	1751024	1966082			1	Activities & Events	City Tours	1	2030 Airport Road	Napa	CA	94558
673	1709732	1463535			1	Shopping & Services	Automotive Services					
674	1693321	1960978			1	Health & Beauty	Spa					
675	1745421	2014461		1								
676	1714862	1892050			1	Health & Beauty	None					
677	1662917	1208259						1	55 Highway 4	Murphys	CA	95247
678	1672353	709815	1	1				1	55 Highway 4	Murphys	CA	95247
679	1715107	1925584										
680	1637884	1563056	1		1	Dining & Nightlife	Restaurants					
681	1672459	682809										
682	1676119	679282										
683	1638164	1079808			1	Health & Beauty	None					
684	1724584	1926117			1	Activities & Events	Bowling					
685	1652329	1690473						1	430 N Main Street	Manteca	CA	95336
686	1672250	1679839	1									
687	1749714	874531			1	Activities & Events	Outdoor Adventures					
688	1725668	1183903										
689	1734959	1648552			1	Activities & Events	Theater					
690	1660135	891024										
691	1669987	719182	1									
692	1696080	1976303			1	Health & Beauty	None					
693	1693320	1960981										
694	1690560	1960910			1	Health & Beauty	None					
695	1634567	1626592		1	1	Dining & Nightlife	Restaurants					
696	1696189	1960113		1	1	Activities & Events	None					
697	1637911	1448311	1	1	1	Activities & Events	None					
698	1638186	1449091			1	Health & Beauty	Hair Salon					
699	1670276	884136										
700	1721317	1941978			1	Activities & Events	Outdoor Adventures					
701	1718905	1971960										
702	1721839	1875958										
703	1654118	1202890										
704	1668144	881593	1									
705	1637899	898882			1	Fitness	Gym					
706	1637901	1448265			1	Health & Beauty	Eye & Vision					
707	1659904	701553										
708	1669680	1018255	1									
709	1666917	707947										
710	1725880	1880542										
711	1666929	679489										
712	1739218	2020229										
713	1696184	1961266										
714	1722606	1981030										
715	1638138	1563156		1	1	Shopping & Services	Home Services					
716	1688963	2001600			1	Health & Beauty	Facial					
717	1717581	1988419			1	Health & Beauty	None					
718	1717582	1988406										
719	1717584	1988421										
720	1721450	1875262			1	Activities & Events	Sporting Events					
721	1669003	708563										
722	1635283	1625407		1	1	Shopping & Services	None					
723	1694678	1989521										
724	1715404	1876724										
725	1716564	1883141										
726	1712701	1424602			1	Activities & Events	Wine Tasting					
727	1671517	1284119	1					1	36 Main Street	Sutter Creek	CA	95685
728	1671527	1413627						1	36 Main Street	Sutter Creek	CA	95685
729	1729749	2007413										
730	1648513	1381224										
731	1672986	880419	1									
732	1638203	1041755			1	Shopping & Services	None					
733	1727585	1055117										
734	1726727	1926999						1	2652 Alum Rock Avenue	San Jose	CA	95116
735	1710270	1881595		1								
736	1665449	1673898	1					1	1435 17th Street	San Francisco	CA	94102
737	1659928	1689040										
738	1751001	1902041										
739	1635200	1625326			1	Shopping & Services	Home Services					
740	1702489	2009319			1	Health & Beauty	Facial					
741	1751070	1932408		1								
742	1747257	1932404		1								
743	1697438	1954363			1	Shopping & Services	Automotive Services					
744	1724610	2026500										
745	1672383	693358										
746	1655092	677638										
747	1674349	888031	1									
748	1662546	681741	1									
749	1668961	1202980										
750	1720761	1986326										
751	1661487	685723										
752	1745912	2020359			1	Activities & Events	Wine Tasting					
753	1723778	1872255			1	Activities & Events	Life Skills Classes					
754	1637636	1447710			1	Shopping & Services	Food & Grocery	1	1803 Martin Luther King Jr Way	Berkeley	CA	94703
755	1694455	1952309										
756	1689183	2015058			1	Health & Beauty	Hair Salon					
757	1660110	1413837										
758	1663500	1205838	1									
759	1727746	2021560			1	Fitness	Fitness Classes					
760	1694693	1954407			1	Shopping & Services	Automotive Services					
761	1658859	694150										
762	1672581	1206016	1									
763	1637638	1013481			1	Dining & Nightlife	Restaurants					
764	1719109	1875936										
765	1720777	1986747										
766	1723475	1944860										
767	1665598	1672745										
768	1707655	1883724										
769	1737661	873963			1	Activities & Events	City Tours					
770	1726817	1927236										
771	1690561	1969805			1	Shopping & Services	None					
772	1655455	707735										
773	1663810	1007520	1									
774	1693275	1952305										
775	1635356	1624323			1	Shopping & Services	Women's Clothing					
776	1726622	1988414										
777	1638175	1476599			1	Dining & Nightlife	Restaurants					
778	1732236	1931941										
779	1665164	1693161										
780	1671312	1707859	1									
781	1653335	1223520										
782	1670904	888294	1									
